"","statefips","countyfips","tract","blkgrp","area_type","pop","bg_med_inc_real"
"1","11","001","000100","1","Urban",1302,107248.17670132
"2","11","001","000100","2","Urban",1278,86661.446680273
"3","11","001","000100","3","Urban",260,160067.97579565
"4","11","001","000100","4","Urban",646,108710.695516296
"5","11","001","000100","5","Urban",1220,160723.322597104
"6","11","001","000201","1","Urban",3829,80667.2335608138
"7","11","001","000202","1","Urban",1131,111374.363160916
"8","11","001","000202","2","Urban",702,126520.369443204
"9","11","001","000202","3","Urban",375,102785.668569424
"10","11","001","000202","4","Urban",449,124635.046240194
"11","11","001","000202","5","Urban",571,152336.421008993
"12","11","001","000202","6","Urban",418,93345.5996874801
"13","11","001","000310","1","Urban",828,77475.0604311499
"14","11","001","000310","2","Urban",545,81278.3780853371
"15","11","001","000310","3","Urban",1310,113863.14353594
"16","11","001","000310","4","Urban",1568,112569.746476178
"17","11","001","000310","5","Urban",1487,58529.5801709293
"18","11","001","000400","1","Urban",656,288277.640952867
"19","11","001","000400","2","Urban",743,154460.052139805
"20","11","001","000501","1","Urban",1460,81678.1204158428
"21","11","001","000501","2","Urban",18,117922.065661075
"22","11","001","000501","3","Urban",1216,66864.5921296001
"23","11","001","000502","3","Urban",1523,93789.5442949168
"24","11","001","000502","4","Urban",1842,88717.8134766248
"25","11","001","000502","5","Urban",451,221157.444352318
"26","11","001","000600","1","Urban",1129,77238.6743414759
"27","11","001","000600","2","Urban",1087,110828.561132725
"28","11","001","000600","3","Urban",1025,66362.9923783405
"29","11","001","000600","4","Urban",1135,119321.163817846
"30","11","001","000600","5","Urban",584,223367.558198865
"31","11","001","000701","1","Urban",1714,54710.8878117227
"32","11","001","000701","2","Urban",2758,81516.6860131386
"33","11","001","000720","3","Urban",2062,54985.7106639454
"34","11","001","000720","5","Urban",1364,60482.1677083998
"35","11","001","000801","1","Urban",3234,98990.0382677467
"36","11","001","000801","2","Urban",155,288277.640952867
"37","11","001","000801","4","Urban",883,86674.899547165
"38","11","001","000801","5","Urban",922,225258.646916257
"39","11","001","000801","6","Urban",734,288277.640952867
"40","11","001","000802","2","Urban",1059,148398.574685886
"41","11","001","000802","3","Urban",1632,100765.816697493
"42","11","001","000901","1","Urban",565,125492.186045028
"43","11","001","000901","2","Urban",3753,232196.482556285
"44","11","001","000901","6","Urban",1394,194418.910485363
"45","11","001","000901","7","Urban",1171,277132.901651891
"46","11","001","000902","3","Urban",692,172144.80658843
"47","11","001","000902","4","Urban",454,101745.954142484
"48","11","001","000902","5","Urban",770,156105.145576886
"49","11","001","001001","1","Urban",592,117324.374003444
"50","11","001","001001","2","Urban",557,121187.268639582
"51","11","001","001001","3","Urban",955,54378.409815677
"52","11","001","001001","4","Urban",1236,162710.503220869
"53","11","001","001001","5","Urban",299,149703.502774412
"54","11","001","001001","6","Urban",1046,148590.758498629
"55","11","001","001001","7","Urban",982,138683.682951719
"56","11","001","001001","8","Urban",653,143334.531220103
"57","11","001","001002","1","Urban",2029,68624.9958543274
"58","11","001","001002","2","Urban",1505,85391.1116780407
"59","11","001","001100","1","Urban",488,201256.810542764
"60","11","001","001100","2","Urban",1491,98136.742139167
"61","11","001","001100","3","Urban",610,92248.2301167166
"62","11","001","001100","4","Urban",649,134534.434434594
"63","11","001","001100","5","Urban",1177,144795.128196951
"64","11","001","001200","1","Urban",1772,79275.8227565534
"65","11","001","001200","2","Urban",928,86482.7157344218
"66","11","001","001200","3","Urban",646,89365.4729255692
"67","11","001","001200","4","Urban",496,149376.790292748
"68","11","001","001200","5","Urban",984,95492.2928758212
"69","11","001","001301","1","Urban",270,259048.40487276
"70","11","001","001301","4","Urban",1109,92930.4826519549
"71","11","001","001301","5","Urban",393,288277.640952867
"72","11","001","001301","6","Urban",241,228102.967344856
"73","11","001","001301","7","Urban",1680,79835.0776516359
"74","11","001","001302","1","Urban",183,288277.640952867
"75","11","001","001302","2","Urban",3059,70877.3901396773
"76","11","001","001302","3","Urban",2734,88097.0597614644
"77","11","001","001401","3","Urban",532,162514.475731871
"78","11","001","001401","5","Urban",1337,56304.0916193635
"79","11","001","001401","6","Urban",699,191211.362650679
"80","11","001","001401","7","Urban",509,188853.267268321
"81","11","001","001402","1","Urban",362,200828.240640347
"82","11","001","001402","2","Urban",620,163861.6842592
"83","11","001","001402","3","Urban",627,138408.860099496
"84","11","001","001402","4","Urban",1254,61890.8750558071
"85","11","001","001500","1","Urban",873,163411.974137381
"86","11","001","001500","2","Urban",656,157583.039096881
"87","11","001","001500","3","Urban",907,126445.417756234
"88","11","001","001500","4","Urban",1448,170428.605140634
"89","11","001","001500","5","Urban",910,153896.953568467
"90","11","001","001500","6","Urban",776,133681.138306014
"91","11","001","001600","1","Urban",1156,138011.039607118
"92","11","001","001600","2","Urban",819,121562.027074431
"93","11","001","001600","3","Urban",1078,156270.423655845
"94","11","001","001600","4","Urban",622,183091.596562281
"95","11","001","001600","5","Urban",503,138454.984214555
"96","11","001","001600","6","Urban",307,160116.021748836
"97","11","001","001701","1","Urban",1248,78474.4162574144
"98","11","001","001701","5","Urban",1107,61933.1554946106
"99","11","001","001701","6","Urban",638,61544.9441928694
"100","11","001","001702","2","Urban",565,60972.2364308948
"101","11","001","001702","3","Urban",810,78207.2807577014
"102","11","001","001702","4","Urban",621,84653.125837107
"103","11","001","001702","5","Urban",98,163077.574303208
"104","11","001","001702","6","Urban",504,93034.2619108362
"105","11","001","001801","1","Urban",801,148360.137923337
"106","11","001","001803","5","Urban",979,74551.9446393265
"107","11","001","001803","6","Urban",1728,48910.7803431341
"108","11","001","001804","1","Urban",802,54566.7499521653
"109","11","001","001804","2","Urban",343,44442.5066968557
"110","11","001","001804","3","Urban",2041,51291.9377830219
"111","11","001","001804","4","Urban",1051,62177.2289367944
"112","11","001","001901","5","Urban",1057,55621.8390841253
"113","11","001","001901","6","Urban",992,65822.9558645322
"114","11","001","001901","7","Urban",1399,87001.6120288284
"115","11","001","001901","8","Urban",915,94575.5760890363
"116","11","001","001902","1","Urban",343,93689.6087122903
"117","11","001","001902","2","Urban",600,85414.1737355699
"118","11","001","001902","3","Urban",929,73441.122201671
"119","11","001","001902","4","Urban",658,92088.7175521398
"120","11","001","002001","1","Urban",1244,42143.9882964475
"121","11","001","002001","7","Urban",1208,135825.909656228
"122","11","001","002002","2","Urban",1406,45549.4854582563
"123","11","001","002002","3","Urban",881,82479.5269149818
"124","11","001","002002","4","Urban",668,110259.697047006
"125","11","001","002002","5","Urban",640,86851.7086548887
"126","11","001","002002","6","Urban",370,115310.287645896
"127","11","001","002101","1","Urban",1541,46114.5058677212
"128","11","001","002101","2","Urban",822,57132.4038522865
"129","11","001","002101","3","Urban",1441,64473.8254990752
"130","11","001","002101","4","Urban",800,59626.9497416927
"131","11","001","002101","5","Urban",683,42040.2090375662
"132","11","001","002102","1","Urban",519,98636.4200522993
"133","11","001","002102","2","Urban",928,42816.6316410485
"134","11","001","002102","3","Urban",830,81357.1734485618
"135","11","001","002102","4","Urban",781,83194.4506983864
"136","11","001","002102","5","Urban",582,50181.1153453664
"137","11","001","002102","6","Urban",939,49573.814497098
"138","11","001","002102","7","Urban",510,72068.9297786849
"139","11","001","002201","1","Urban",1381,83373.1816442375
"140","11","001","002201","2","Urban",585,74471.2274379744
"141","11","001","002201","3","Urban",865,70045.2342304994
"142","11","001","002201","4","Urban",821,61087.5467185407
"143","11","001","002202","1","Urban",1479,47746.1464379106
"144","11","001","002202","2","Urban",815,54487.9545889406
"145","11","001","002202","3","Urban",1003,72178.4745519485
"146","11","001","002301","1","Urban",1397,49323.9755405319
"147","11","001","002301","2","Urban",719,94089.3510427961
"148","11","001","002301","3","Urban",559,82667.8670514701
"149","11","001","002301","4","Urban",668,87854.908157408
"150","11","001","002302","1","Urban",4417,79327.712385994
"151","11","001","002400","1","Urban",689,89903.5876012501
"152","11","001","002400","2","Urban",515,74567.3193443459
"153","11","001","002400","3","Urban",806,59288.7062312647
"154","11","001","002400","4","Urban",981,60057.4414822374
"155","11","001","002400","5","Urban",894,45987.6645513107
"156","11","001","002501","1","Urban",575,71669.1874481791
"157","11","001","002501","2","Urban",355,37883.2731679316
"158","11","001","002501","3","Urban",939,66407.1946552714
"159","11","001","002501","4","Urban",444,70977.3257223037
"160","11","001","002502","1","Urban",855,38154.2523438995
"161","11","001","002502","2","Urban",1096,56665.3971873206
"162","11","001","002502","3","Urban",2971,42172.8158683589
"163","11","001","002600","1","Urban",387,110282.759104535
"164","11","001","002600","2","Urban",951,135683.693634798
"165","11","001","002600","3","Urban",1008,87776.1127941833
"166","11","001","002701","1","Urban",2528,61029.8915747178
"167","11","001","002701","2","Urban",2368,51399.560718158
"168","11","001","002702","1","Urban",2216,41690.4344983736
"169","11","001","002702","2","Urban",2386,70867.7809490401
"170","11","001","002702","3","Urban",1640,116167.42745073
"171","11","001","002801","1","Urban",3334,38477.121149308
"172","11","001","002802","2","Urban",4859,29038.9741054914
"173","11","001","002900","1","Urban",1944,43835.2058485873
"174","11","001","002900","2","Urban",2147,64362.3588876842
"175","11","001","003000","1","Urban",2512,38648.1647426494
"176","11","001","003100","1","Urban",2319,40839.0602079214
"177","11","001","003100","2","Urban",720,44142.6999489763
"178","11","001","003200","1","Urban",1032,61125.9834810894
"179","11","001","003200","2","Urban",1003,62192.6036418139
"180","11","001","003200","3","Urban",2486,37450.8595892595
"181","11","001","003200","4","Urban",340,75601.2682569041
"182","11","001","003301","1","Urban",1096,84080.4180751323
"183","11","001","003301","2","Urban",1130,60743.5376937305
"184","11","001","003301","3","Urban",923,48265.0427323171
"185","11","001","003302","1","Urban",1161,45643.6555265004
"186","11","001","003302","2","Urban",782,87109.2349639645
"187","11","001","003400","1","Urban",1686,38736.5692965113
"188","11","001","003400","2","Urban",20,21620.6789336055
"189","11","001","003400","3","Urban",1594,13470.1634351681
"190","11","001","003400","4","Urban",818,60257.3126474903
"191","11","001","003400","5","Urban",576,50748.0575929587
"192","11","001","003500","1","Urban",1415,40571.9247082084
"193","11","001","003500","2","Urban",693,10992.9140889087
"194","11","001","003600","1","Urban",4272,23137.009216149
"195","11","001","003700","1","Urban",5514,35085.0768543912
"196","11","001","003800","1","Urban",2837,48480.2886025895
"197","11","001","003800","2","Urban",1590,51334.2182218254
"198","11","001","003900","1","Urban",2581,51105.519484661
"199","11","001","003900","2","Urban",2012,70904.2958734613
"200","11","001","004001","1","Urban",1113,69816.535493335
"201","11","001","004001","2","Urban",627,85148.9600739843
"202","11","001","004001","3","Urban",1120,78703.1149945787
"203","11","001","004002","1","Urban",649,72603.2007781109
"204","11","001","004002","2","Urban",2532,62407.8495120862
"205","11","001","004100","1","Urban",609,128067.449135787
"206","11","001","004100","2","Urban",1565,98444.2362395561
"207","11","001","004100","3","Urban",577,100114.313572294
"208","11","001","004201","1","Urban",1722,52767.9094648893
"209","11","001","004201","2","Urban",1992,97356.4758594298
"210","11","001","004202","1","Urban",2604,70033.7032017348
"211","11","001","004300","1","Urban",1968,38229.2040308693
"212","11","001","004300","2","Urban",1312,60249.6252949805
"213","11","001","004400","1","Urban",820,78418.6829517189
"214","11","001","004400","2","Urban",944,58931.2443395625
"215","11","001","004500","1","Urban",346,58135.6033548058
"216","11","001","004500","2","Urban",841,47181.1260284457
"217","11","001","004600","1","Urban",1231,56054.2526627974
"218","11","001","004600","2","Urban",1526,58789.0283181325
"219","11","001","004600","3","Urban",712,49913.9798456534
"220","11","001","004700","1","Urban",855,39878.1411442056
"221","11","001","004700","2","Urban",2697,16333.7022450411
"222","11","001","004700","3","Urban",389,32505.970087378
"223","11","001","004700","4","Urban",201,16374.0608457172
"224","11","001","004700","5","Urban",567,12201.7502710632
"225","11","001","004801","1","Urban",566,14281.1791249442
"226","11","001","004801","2","Urban",853,28668.0593468971
"227","11","001","004801","3","Urban",693,38436.7625486319
"228","11","001","004802","1","Urban",1085,45403.4257605715
"229","11","001","004802","2","Urban",2048,34335.5599846929
"230","11","001","004901","1","Urban",1166,30343.9021940175
"231","11","001","004901","2","Urban",605,33207.4410038906
"232","11","001","004901","3","Urban",212,77092.6146437911
"233","11","001","004902","1","Urban",1353,46329.7517379935
"234","11","001","004902","2","Urban",232,21839.7684801327
"235","11","001","005000","1","Urban",654,43641.1001977167
"236","11","001","005000","2","Urban",3275,35773.0949040117
"237","11","001","005000","3","Urban",1623,39697.4883602271
"238","11","001","005000","4","Urban",900,66806.9369857772
"239","11","001","005100","1","Urban",430,53138.8242234836
"240","11","001","005100","2","Urban",447,55506.5287964794
"241","11","001","005100","3","Urban",0,NA
"242","11","001","005210","1","Urban",3370,51165.0964666114
"243","11","001","005210","2","Urban",1232,69503.2758785637
"244","11","001","005220","1","Urban",738,42463.0134256011
"245","11","001","005301","1","Urban",2498,61360.447732636
"246","11","001","005301","2","Urban",2577,57801.2035206327
"247","11","001","005302","1","Urban",154,145938.621882773
"248","11","001","005302","2","Urban",42,35480.9755086421
"249","11","001","005401","1","Urban",156,79379.6020154347
"250","11","001","005401","2","Urban",962,56004.2848714842
"251","11","001","005402","1","Urban",0,NA
"252","11","001","005402","2","Urban",0,NA
"253","11","001","005501","1","Urban",275,72505.1870336118
"254","11","001","005501","2","Urban",2433,71027.2935136169
"255","11","001","005502","3","Urban",556,81078.5069200842
"256","11","001","005502","4","Urban",781,103156.583328018
"257","11","001","005600","1","Urban",1887,48213.1531028765
"258","11","001","005600","2","Urban",2771,88187.3861534537
"259","11","001","005701","1","Urban",1493,15428.5164870209
"260","11","001","005701","2","Urban",2308,44523.2238982078
"261","11","001","005701","3","Urban",0,NA
"262","11","001","005701","5","Urban",1371,49933.1982269277
"263","11","001","005702","1","Urban",0,NA
"264","11","001","005702","2","Urban",0,NA
"265","11","001","005800","1","Urban",714,21739.8328975062
"266","11","001","005800","2","Urban",4,0
"267","11","001","005800","5","Urban",0,NA
"268","11","001","005900","1","Urban",1371,59390.5636520186
"269","11","001","005900","2","Urban",56,0
"270","11","001","005900","4","Urban",569,10062.7444352318
"271","11","001","006001","1","Urban",0,NA
"272","11","001","006001","2","Urban",0,NA
"273","11","001","006001","3","Urban",2114,75259.1810702213
"274","11","001","006020","1","Urban",867,28985.1626379233
"275","11","001","006100","1","Urban",0,NA
"276","11","001","006100","2","Urban",1970,77942.0670961158
"277","11","001","006201","1","Urban",11,196534.854263665
"278","11","001","006201","2","Urban",31,90806.8515211429
"279","11","001","006202","1","Urban",28,288277.640952867
"280","11","001","006202","2","Urban",0,NA
"281","11","001","006202","3","Urban",26,0
"282","11","001","006202","4","Urban",0,NA
"283","11","001","006301","1","Urban",3673,81841.4766566745
"284","11","001","006302","1","Urban",300,152078.894699917
"285","11","001","006410","1","Urban",2067,24080.6317367179
"286","11","001","006410","2","Urban",559,42128.613591428
"287","11","001","006410","3","Urban",0,NA
"288","11","001","006510","1","Urban",661,68294.4396964092
"289","11","001","006510","2","Urban",557,91287.3110530008
"290","11","001","006510","3","Urban",384,128155.853689649
"291","11","001","006510","4","Urban",569,84080.4180751323
"292","11","001","006510","5","Urban",197,99439.7483895657
"293","11","001","006600","1","Urban",850,118366.010268512
"294","11","001","006600","2","Urban",387,100660.115600485
"295","11","001","006600","3","Urban",582,97118.1679316283
"296","11","001","006710","1","Urban",1101,77701.8373301869
"297","11","001","006710","2","Urban",997,113918.876841635
"298","11","001","006710","3","Urban",865,90257.2058166975
"299","11","001","006710","4","Urban",517,143278.797914408
"300","11","001","006801","1","Urban",1482,63115.0859429811
"301","11","001","006801","2","Urban",840,51478.3560813827
"302","11","001","006802","1","Urban",946,62098.4335735697
"303","11","001","006802","2","Urban",790,61402.7281714395
"304","11","001","006802","3","Urban",729,79908.1075004783
"305","11","001","006804","1","Urban",3167,68980.5359079023
"306","11","001","006900","1","Urban",751,34833.3160596977
"307","11","001","006900","2","Urban",737,90326.391989285
"308","11","001","006900","3","Urban",547,90522.4194782831
"309","11","001","007010","1","Urban",477,80753.7162765482
"310","11","001","007010","2","Urban",772,69322.6230945851
"311","11","001","007010","3","Urban",944,106761.95165508
"312","11","001","007100","1","Urban",1313,26725.0810000638
"313","11","001","007100","2","Urban",657,51926.1443650743
"314","11","001","007100","3","Urban",910,31345.1798584093
"315","11","001","007100","4","Urban",0,NA
"316","11","001","007200","1","Urban",117,41440.5955418075
"317","11","001","007200","2","Urban",905,10497.0798520314
"318","11","001","007200","3","Urban",565,33232.4248995472
"319","11","001","007200","4","Urban",60,22020.4212641112
"320","11","001","007200","5","Urban",513,9607.26879903055
"321","11","001","007301","1","Urban",7767,62815.2791951017
"322","11","001","007302","1","Urban",1172,37873.6639772945
"323","11","001","007302","2","Urban",480,81897.20996237
"324","11","001","007302","3","Urban",340,27272.8048663818
"325","11","001","007302","4","Urban",2002,46043.3978570062
"326","11","001","007302","5","Urban",0,NA
"327","11","001","007302","6","Urban",112,52049.1420052299
"328","11","001","007304","1","Urban",2459,41951.8044837043
"329","11","001","007304","2","Urban",970,65221.4205306461
"330","11","001","007304","3","Urban",1054,39522.6010906308
"331","11","001","007308","1","Urban",701,0
"332","11","001","007308","2","Urban",0,NA
"333","11","001","007401","1","Urban",82,9607.26879903055
"334","11","001","007401","2","Urban",2603,30347.7458702723
"335","11","001","007404","1","Urban",2129,34074.1899993622
"336","11","001","007404","2","Urban",1983,26511.7569679189
"337","11","001","007406","4","Urban",2414,32100.46224249
"338","11","001","007407","1","Urban",473,39637.9113782767
"339","11","001","007407","2","Urban",235,93689.6087122903
"340","11","001","007407","3","Urban",257,54236.1937942471
"341","11","001","007407","5","Urban",2171,47884.5187830857
"342","11","001","007408","1","Urban",3079,30955.0467185407
"343","11","001","007409","1","Urban",942,58256.679156834
"344","11","001","007409","2","Urban",1997,20855.7873588877
"345","11","001","007430","1","Urban",2481,36943.4943236176
"346","11","001","007502","1","Urban",2211,33885.8498628739
"347","11","001","007502","2","Urban",1431,35133.122807577
"348","11","001","007502","3","Urban",752,40839.0602079214
"349","11","001","007503","2","Urban",2004,28308.6756170674
"350","11","001","007503","3","Urban",566,42040.2090375662
"351","11","001","007503","4","Urban",371,42641.7443714523
"352","11","001","007504","1","Urban",2211,38527.0889406212
"353","11","001","007504","2","Urban",430,20619.4012692136
"354","11","001","007504","3","Urban",107,67798.6054595319
"355","11","001","007601","1","Urban",603,76218.1782958097
"356","11","001","007601","2","Urban",727,79275.8227565534
"357","11","001","007601","3","Urban",738,41992.1630843804
"358","11","001","007601","4","Urban",2189,43946.6724599783
"359","11","001","007601","5","Urban",969,81945.2559155558
"360","11","001","007603","1","Urban",1553,59621.1842273104
"361","11","001","007603","2","Urban",529,101567.223196632
"362","11","001","007603","3","Urban",269,118302.589610307
"363","11","001","007603","4","Urban",1250,59576.9819503795
"364","11","001","007603","5","Urban",745,68598.0901205434
"365","11","001","007604","1","Urban",1218,54518.7039989795
"366","11","001","007604","2","Urban",898,48178.5600165827
"367","11","001","007604","3","Urban",390,60297.6712481663
"368","11","001","007604","4","Urban",352,116469.156036737
"369","11","001","007604","5","Urban",354,81999.0673831239
"370","11","001","007604","6","Urban",1198,68742.2279801008
"371","11","001","007605","7","Urban",3878,58875.511033867
"372","11","001","007703","1","Urban",1066,42009.4596275273
"373","11","001","007703","2","Urban",1165,32010.1358505007
"374","11","001","007703","3","Urban",3433,44409.8354486893
"375","11","001","007707","1","Urban",2339,49056.8400408189
"376","11","001","007707","2","Urban",756,61796.704987563
"377","11","001","007707","3","Urban",1103,67504.5642260348
"378","11","001","007708","1","Urban",1319,42797.4132597742
"379","11","001","007708","2","Urban",1548,51040.1769883283
"380","11","001","007708","3","Urban",0,NA
"381","11","001","007709","3","Urban",484,41594.342592002
"382","11","001","007709","4","Urban",1127,46245.1908603865
"383","11","001","007709","5","Urban",756,49696.8121372537
"384","11","001","007803","1","Urban",581,55252.8461636584
"385","11","001","007803","2","Urban",811,46364.3448242873
"386","11","001","007803","3","Urban",766,58685.2490592512
"387","11","001","007803","4","Urban",1457,37685.3238408062
"388","11","001","007803","5","Urban",461,30930.0628228841
"389","11","001","007804","1","Urban",516,54524.4695133618
"390","11","001","007804","2","Urban",1896,20926.8953696027
"391","11","001","007804","3","Urban",252,72368.7365265642
"392","11","001","007804","4","Urban",540,61585.3027935455
"393","11","001","007804","5","Urban",418,54351.504081893
"394","11","001","007807","1","Urban",539,23580.9538235857
"395","11","001","007807","2","Urban",638,39637.9113782767
"396","11","001","007807","3","Urban",159,18236.3219911984
"397","11","001","007807","4","Urban",909,51076.6919127495
"398","11","001","007808","1","Urban",556,38329.1396134958
"399","11","001","007808","2","Urban",1399,30714.8169526118
"400","11","001","007808","3","Urban",1001,31550.8165380445
"401","11","001","007808","4","Urban",1229,30839.7364308948
"402","11","001","007808","5","Urban",554,73270.0786083296
"403","11","001","007809","3","Urban",1795,51753.1789336055
"404","11","001","007809","4","Urban",746,37635.356049493
"405","11","001","007809","7","Urban",230,42695.5558390203
"406","11","001","007860","1","Urban",873,40629.5798520314
"407","11","001","007860","2","Urban",518,59936.3656802092
"408","11","001","007860","5","Urban",564,50548.1864277058
"409","11","001","007860","6","Urban",460,41713.4965559028
"410","11","001","007901","1","Urban",754,38709.6635627272
"411","11","001","007901","2","Urban",937,44513.6147075706
"412","11","001","007901","3","Urban",1112,50104.2418202691
"413","11","001","007901","4","Urban",1135,32688.544709484
"414","11","001","007903","1","Urban",803,46915.9123668601
"415","11","001","007903","2","Urban",627,59774.9312775049
"416","11","001","007903","3","Urban",526,39009.4703106065
"417","11","001","008001","1","Urban",828,66063.1856304611
"418","11","001","008001","2","Urban",1495,69067.0186236367
"419","11","001","008001","3","Urban",660,91166.2352509726
"420","11","001","008002","1","Urban",268,44552.0514701193
"421","11","001","008002","2","Urban",1308,65342.4963326743
"422","11","001","008002","3","Urban",539,88285.3998979527
"423","11","001","008002","4","Urban",1434,80528.8612156388
"424","11","001","008110","1","Urban",646,73871.6139422157
"425","11","001","008110","2","Urban",1278,94948.412685758
"426","11","001","008110","3","Urban",794,93689.6087122903
"427","11","001","008200","1","Urban",817,72670.4651125709
"428","11","001","008200","2","Urban",1896,81845.3203329294
"429","11","001","008301","1","Urban",352,85608.2793864405
"430","11","001","008301","2","Urban",1975,83146.4047452006
"431","11","001","008301","3","Urban",53,20590.5736973021
"432","11","001","008302","1","Urban",296,40639.1890426685
"433","11","001","008302","2","Urban",1634,93272.5698386377
"434","11","001","008402","3","Urban",1037,74471.2274379744
"435","11","001","008402","4","Urban",1743,25053.0818291983
"436","11","001","008410","1","Urban",218,74471.2274379744
"437","11","001","008410","2","Urban",960,60730.0848268385
"438","11","001","008410","3","Urban",519,61658.3326423879
"439","11","001","008510","1","Urban",1076,61429.6339052235
"440","11","001","008510","2","Urban",946,49573.814497098
"441","11","001","008510","3","Urban",632,56807.6132087506
"442","11","001","008510","4","Urban",350,60334.1861725875
"443","11","001","008510","5","Urban",538,40191.400758977
"444","11","001","008510","6","Urban",124,36568.7358887684
"445","11","001","008600","1","Urban",148,76072.1185981249
"446","11","001","008600","2","Urban",0,NA
"447","11","001","008600","3","Urban",0,NA
"448","11","001","008701","1","Urban",215,96999.0139677275
"449","11","001","008701","4","Urban",1478,49673.7500797245
"450","11","001","008701","5","Urban",1121,52583.4130046559
"451","11","001","008702","1","Urban",462,47701.9441609797
"452","11","001","008702","2","Urban",849,45918.4783787231
"453","11","001","008702","3","Urban",782,48045.9531857899
"454","11","001","008802","1","Urban",716,33872.3969959819
"455","11","001","008802","2","Urban",1316,21876.2834045539
"456","11","001","008802","3","Urban",1424,55074.1152178073
"457","11","001","008802","4","Urban",1316,46954.3491294088
"458","11","001","008803","1","Urban",198,0
"459","11","001","008803","5","Urban",1014,35167.7158938708
"460","11","001","008803","6","Urban",998,31910.2002678742
"461","11","001","008803","7","Urban",3,148360.137923337
"462","11","001","008804","1","Urban",0,NA
"463","11","001","008804","2","Urban",608,39685.9573314625
"464","11","001","008804","3","Urban",1375,36514.9244212003
"465","11","001","008804","4","Urban",1082,33468.8109892213
"466","11","001","008903","1","Urban",3357,40708.3752152561
"467","11","001","008904","1","Urban",2956,35183.0905988902
"468","11","001","008904","2","Urban",907,34890.9712035206
"469","11","001","008905","1","Urban",0,NA
"470","11","001","009001","1","Urban",2142,20283.0795969131
"471","11","001","009002","1","Urban",149,70867.7809490401
"472","11","001","009002","2","Urban",738,65231.0297212832
"473","11","001","009002","3","Urban",606,60176.5954461381
"474","11","001","009102","1","Urban",851,46664.1515721666
"475","11","001","009102","2","Urban",3996,41021.6348300274
"476","11","001","009110","2","Urban",817,59371.3452707443
"477","11","001","009110","4","Urban",917,81078.5069200842
"478","11","001","009110","5","Urban",441,72505.1870336118
"479","11","001","009110","6","Urban",1439,55502.6851202245
"480","11","001","009203","4","Urban",684,63024.7595509918
"481","11","001","009203","5","Urban",1138,60057.4414822374
"482","11","001","009203","6","Urban",1427,43871.7207730085
"483","11","001","009210","3","Urban",1436,48389.9622106002
"484","11","001","009210","4","Urban",322,0
"485","11","001","009240","2","Urban",2034,26025.5319216787
"486","11","001","009240","4","Urban",353,47692.3349703425
"487","11","001","009301","1","Urban",928,112171.9259838
"488","11","001","009301","2","Urban",365,65763.3788825818
"489","11","001","009301","3","Urban",347,94614.0128515849
"490","11","001","009301","4","Urban",774,86482.7157344218
"491","11","001","009301","5","Urban",340,110674.814082531
"492","11","001","009301","6","Urban",790,95526.8859621149
"493","11","001","009302","7","Urban",961,47094.6433127113
"494","11","001","009302","8","Urban",713,46177.9265259264
"495","11","001","009410","1","Urban",626,99157.2381848332
"496","11","001","009410","2","Urban",583,45207.3982715734
"497","11","001","009410","3","Urban",974,61125.9834810894
"498","11","001","009410","4","Urban",896,109959.890299126
"499","11","001","009410","5","Urban",500,61658.3326423879
"500","11","001","009410","6","Urban",1048,71926.7137572549
"501","11","001","009501","1","Urban",2014,50744.2139167039
"502","11","001","009501","2","Urban",2058,55252.8461636584
"503","11","001","009501","3","Urban",982,58500.7525990178
"504","11","001","009501","4","Urban",815,47517.4477007462
"505","11","001","009503","1","Urban",1702,115577.423145609
"506","11","001","009503","2","Urban",416,114445.460488552
"507","11","001","009503","3","Urban",431,84766.5142866254
"508","11","001","009503","4","Urban",297,66699.314050641
"509","11","001","009503","5","Urban",374,92202.1060016583
"510","11","001","009505","1","Urban",530,68705.7130556796
"511","11","001","009505","2","Urban",660,60743.5376937305
"512","11","001","009505","3","Urban",344,90195.7069966197
"513","11","001","009505","4","Urban",415,91767.7705848587
"514","11","001","009505","5","Urban",877,59682.6830473882
"515","11","001","009505","6","Urban",306,109742.722590726
"516","11","001","009507","1","Urban",1726,78703.1149945787
"517","11","001","009508","2","Urban",1523,96997.0921296001
"518","11","001","009508","3","Urban",894,77194.4720645449
"519","11","001","009508","4","Urban",624,55252.8461636584
"520","11","001","009509","1","Urban",1225,88435.3032718923
"521","11","001","009509","2","Urban",1153,81678.1204158428
"522","11","001","009509","8","Urban",893,68636.526883092
"523","11","001","009540","3","Urban",318,103948.38063652
"524","11","001","009540","4","Urban",375,56453.9949933031
"525","11","001","009540","5","Urban",433,51516.7928439314
"526","11","001","009540","6","Urban",925,56332.919191275
"527","11","001","009540","7","Urban",1176,111593.452707443
"528","11","001","009601","1","Urban",818,67664.0767906117
"529","11","001","009601","2","Urban",523,58856.2926525926
"530","11","001","009602","3","Urban",2530,29146.5970406276
"531","11","001","009603","1","Urban",1658,64381.5772689585
"532","11","001","009603","2","Urban",811,64862.0368008164
"533","11","001","009603","3","Urban",890,32992.1951336182
"534","11","001","009604","4","Urban",1357,54391.862682569
"535","11","001","009604","5","Urban",879,45987.6645513107
"536","11","001","009700","1","Urban",3040,31764.1405701894
"537","11","001","009700","2","Urban",1373,33320.829453409
"538","11","001","009803","2","Urban",861,40300.9455322406
"539","11","001","009803","3","Urban",1256,40093.387014478
